gmlid,building_footprint_geometry_wkt
DEHE06200001hsQU,"POLYGON((8.69007425525185 50.0939701392588,8.68998219986002 50.0938584497002,8.6900498888762 50.093835453063,8.69005256537132 50.0937889795751,8.68998769615236 50.0937628139248,8.69009201239516 50.0936555789681,8.69028550487391 50.0937335600078,8.69029309312262 50.0937253867789,8.69027428330062 50.0937176198097,8.69028022597269 50.0936112014863,8.69028626183266 50.0935033353863,8.69014416867429 50.0934461236071,8.69005952654405 50.0934120355339,8.68999688870127 50.0933868022182,8.69014235500664 50.0932374055981,8.69014282829353 50.0932290514989,8.69014548842339 50.0931850962612,8.690145545324 50.0931806084413,8.69016775703195 50.0931811174138,8.6901696543338 50.0931470534643,8.69014745662182 50.0931465445295,8.69015156159013 50.0930736506749,8.69017377319071 50.09307416864,8.69017568556575 50.0930399338453,8.69015348796117 50.0930394159179,8.69015372602348 50.0930350185206,8.69017593766422 50.0930355274915,8.69017770907435 50.0930014721989,8.69015563730923 50.0930009546077,8.69016053213509 50.0929139693677,8.69016382408932 50.0929151203821,8.69018146394279 50.0928961362949,8.69046108961323 50.093004080805,8.6904293301735 50.0930381640746,8.69044581054967 50.0930580935985,8.69042234160847 50.093066116568,8.69034719864404 50.0930918456877,8.69034168981924 50.0931895500614,8.69033916909157 50.0932335956145,8.69033320244221 50.0933350852095,8.6903331213542 50.093336820822,8.69033304003435 50.0933385924095,8.69030731305318 50.0933628883484,8.69033114573823 50.093372206672,8.69040330725453 50.0934013505813,8.69044293690943 50.0934173485254,8.69043280329072 50.093427844406,8.69046681385563 50.0934415069253,8.69046591477685 50.0934573698227,8.69046427501863 50.0934862089878,8.69046192311825 50.0935279345572,8.69044762352454 50.0937814443339,8.69046654935654 50.0937885730151,8.69046654588029 50.0937891126416,8.69046293852478 50.0938542730445,8.690443200626 50.0938603452876,8.69043093659311 50.0941146969106,8.69042954223386 50.0941358199343,8.69042810157017 50.0941554498421,8.69042627836286 50.09418020527,8.6904246646413 50.0941984856267,8.69038826125207 50.0942111059734,8.69029786238085 50.0942413363087,8.69007074759403 50.094318869532,8.69008134585618 50.0943317501481,8.69007516673019 50.0943338562214,8.69006630409043 50.0943228329874,8.69004400976437 50.0943307151118,8.69002435424183 50.0943218126102,8.6900232291233 50.0943228439083,8.68988025033509 50.0942573910116,8.6899180397662 50.094244495714,8.69001526649562 50.0942113249012,8.6900818497332 50.0941886041058,8.69010296527165 50.0941813933724,8.6902512078976 50.094130820355,8.69025696289203 50.0940231693712,8.69026266826539 50.0939167054515,8.69028252164795 50.0939100759235,8.69027561480327 50.0939014593013,8.69007425525185 50.0939701392588))"
DEHE06200001ht6K,"POLYGON((8.69058486494012 50.0914767552532,8.6907938478462 50.091403498792,8.69081547969275 50.0914288203615,8.69082245162187 50.0914316270473,8.69092102989437 50.0914329508013,8.69092073612672 50.0914416741354,8.69091638258521 50.0914425709329,8.69091196098416 50.0915779358562,8.69091544171764 50.0915779810983,8.69091521150315 50.091585517402,8.69089860491201 50.0915852573367,8.69088260751004 50.091564186928,8.69085844379698 50.0915716774951,8.69085752122957 50.0915846982549,8.69082770455433 50.0915951417617,8.6907872110201 50.0916093252841,8.69076978027154 50.0916024434702,8.69075282824005 50.0916102410287,8.69076688411371 50.091628868928,8.69078018705684 50.0916471890264,8.6907774978745 50.0916501408684,8.69076381487267 50.0916322244844,8.6907559586996 50.091640819748,8.69074690867435 50.0916372430386,8.69074828801305 50.0916357986893,8.69061920171974 50.0915850257945,8.69058371772622 50.0916223549929,8.69052079926996 50.091597597881,8.69060646202317 50.0915074641352,8.69060621717196 50.0915020671222,8.69058486494012 50.0914767552532))"
DEHE06200001hpIn,"POLYGON((8.6665123271979 50.0984461850146,8.66653667789077 50.0984591342565,8.66668659991316 50.098538774254,8.66660613179628 50.0986014377535,8.66671025008255 50.0986567435304,8.66679070417518 50.0985940799192,8.6671549385896 50.0987875856749,8.66718082221149 50.0988013216467,8.66720515934523 50.0988142617144,8.66744309926137 50.0989406425815,8.66736257508949 50.0990033693975,8.66746655567303 50.0990586201328,8.66735274205763 50.0991472530343,8.66706231036383 50.0989928942724,8.66689974367052 50.0991193412895,8.66677480793418 50.0992167647571,8.6666407650317 50.0991455348278,8.66692826759413 50.0989216736663,8.66672765016945 50.0988150506074,8.6664401332083 50.099038929223,8.66630618879727 50.0989677531508,8.66659370595343 50.0987438748646,8.66639318745007 50.0986373144647,8.66610565595768 50.0988612012115,8.66597150356109 50.098789916225,8.66625902139197 50.0985660117804,8.6660585739704 50.0984594959721,8.66577108362353 50.0986834269855,8.66563702965479 50.0986122048503,8.66592452038468 50.0983882471852,8.66573647285047 50.0982882780973,8.66539098850443 50.0984815248074,8.66538722727518 50.09847952631,8.66536291308987 50.098493495756,8.66535569710309 50.0984896615332,8.66523026727333 50.0984230147083,8.66561631808321 50.0982070137535,8.66564881284362 50.0981888316718,8.66569490906896 50.098163034912,8.66583350629528 50.0980854655316,8.66615017373484 50.0982537624819,8.66617732430338 50.0982681948545,8.66620168879733 50.0982811442068,8.66648645794045 50.098432448934,8.6665123271979 50.0984461850146))"
DEHE06200001ht7S,"POLYGON((8.68941379923777 50.0916612239085,8.689415062643 50.0917036786564,8.68927003590992 50.0917054761316,8.68927167163753 50.0917595160641,8.68919634098831 50.0917604476657,8.68919606457415 50.091751309089,8.68915491792973 50.0917518195144,8.68915671970935 50.0918125873553,8.68912541587006 50.0918129622313,8.68912610611639 50.0918359255924,8.68915739610715 50.0918355326912,8.68915760323801 50.0918424136051,8.68915847831477 50.0918713854084,8.68916190132628 50.0919862560987,8.68903661712773 50.0919875215316,8.6890355505486 50.0919492674756,8.68895669486246 50.0919504682925,8.68895301523859 50.0918537196841,8.68891203538919 50.0918543653793,8.68890982000156 50.091794909541,8.68897042958988 50.0917939926531,8.68896847843585 50.0917412200161,8.6890281513073 50.0917403005887,8.6890261190537 50.0916849284881,8.68908105107029 50.0916842481655,8.68907940600209 50.0916295246654,8.68913822468571 50.0916288007606,8.68913566207419 50.0915430187495,8.68920250579308 50.0915421993778,8.6892034041401 50.0915718997532,8.68935519720615 50.0915700395205,8.6893569106512 50.09162720955,8.68941275128424 50.0916265315016,8.68941379923777 50.0916612239085))"
DEHE06200001gOGo,"POLYGON((8.69155961347831 50.0972492244517,8.69199321977608 50.0974640711815,8.69199457237483 50.0974711799701,8.69200083856377 50.097470809854,8.69201359470294 50.0974700612204,8.69201926701339 50.09749471962,8.69203703470481 50.0974930219272,8.69203725258608 50.0974939308915,8.69203872116259 50.0974938538414,8.69204156610283 50.0975059042522,8.69207974174734 50.0975028666224,8.69208160654549 50.0975107772275,8.69208255960002 50.0975147820514,8.69209376599265 50.0975136875299,8.6921696697871 50.0975512675462,8.69219411490973 50.0975308441943,8.69223267332227 50.0974986132501,8.69223376048027 50.0974991467734,8.69223463194259 50.0974984295695,8.6925779568966 50.0976683439486,8.69257698698992 50.0976691508337,8.69257801840205 50.0976696572244,8.6925752632271 50.0976719613678,8.69240219461608 50.0978164041032,8.69239986111793 50.0978183585965,8.69239887153412 50.0978178703029,8.6923979718749 50.0978186234091,8.69239287067684 50.0978161005896,8.69238641758358 50.0978128996439,8.69237515592947 50.0978073295495,8.69224336166413 50.0977420891244,8.69222589783304 50.0977334446415,8.69201078510945 50.0976269797613,8.69199330743824 50.0976183262125,8.69186161179292 50.0975531305823,8.69184402266948 50.0975444227515,8.69168749083908 50.0974669382594,8.69161220066306 50.0974296833381,8.6915947649645 50.0974210478282,8.69146304290076 50.0973557797213,8.69144537032199 50.0973470266383,8.69122949416329 50.0972402344906,8.69122804002026 50.0972395038213,8.69122666071979 50.0972387153868,8.69122536179814 50.0972378723555,8.69122414846843 50.0972369781064,8.69122302560032 50.0972360362302,8.69122199770074 50.0972350505087,8.69122106889512 50.0972340248929,8.69122024291129 50.097232963505,8.69121952306431 50.0972318706048,8.69121889432526 50.0972307192825,8.6912183826288 50.0972295442173,8.69121799011615 50.0972283503286,8.69121771842967 50.0972271426118,8.6912175687069 50.0972259261233,8.69121754157432 50.0972247059509,8.69121763714516 50.0972234872037,8.69121785501968 50.097222274985,8.6912181942864 50.0972210743609,8.69121851864081 50.0972198685797,8.69121896395546 50.0972186788787,8.69121952835287 50.0972175102796,8.69122020945364 50.0972163677002,8.6912210043862 50.0972152559628,8.69122190979945 50.0972141797526,8.69122292187595 50.0972131436064,8.69122403634965 50.097212151895,8.69122524852173 50.0972112087975,8.69122651011964 50.0972103068247,8.69122785961127 50.0972094591281,8.69122929136667 50.0972086692471,8.6912307994114 50.0972079404709,8.69123237745307 50.0972072758458,8.69123401890753 50.0972066781442,8.69123571692534 50.0972061498577,8.69123746442215 50.0972056931905,8.69123925410628 50.0972053100527,8.69124100554475 50.0972049328047,8.69124279024973 50.0972046267952,8.6912446012255 50.0972043932282,8.69124643137322 50.0972042330168,8.69124827351959 50.0972041467904,8.69125012044377 50.097204134886,8.69125196490617 50.0972041973497,8.69125379967715 50.0972043339378,8.6912556175652 50.0972045441135,8.69155415002243 50.0972465207542,8.69155961347831 50.0972492244517))"
DEHE06200001hmVz,"POLYGON((8.68462944901148 50.0953316835486,8.68464521314848 50.0953369428457,8.68465203490162 50.0953285790324,8.6846511417793 50.0953283247766,8.68465522574329 50.0953238389043,8.6846604985849 50.095325669999,8.68465752518922 50.0953292325131,8.68471856787295 50.095350363138,8.68472154132444 50.0953467916286,8.68472696766558 50.0953486681068,8.6847239802335 50.0953522395783,8.68478512066492 50.0953733974153,8.68478810803478 50.0953698349359,8.6847933948674 50.0953716660626,8.68479047793322 50.095375147788,8.68485139520101 50.0953962330326,8.68485429821018 50.095392742274,8.68485971058083 50.095394618708,8.68485680757194 50.0953981094668,8.68491782252836 50.0954192309173,8.68492073945602 50.0954157491888,8.68492640295705 50.0954177072465,8.68492348602968 50.0954211889752,8.68495465859816 50.0954326688724,8.68508576737781 50.0954293730202,8.68511518688553 50.0954395529935,8.6851180898782 50.0954360622283,8.68512362779742 50.0954379839601,8.68512071088309 50.0954414656938,8.68518150284708 50.0954625054554,8.6851844197583 50.0954590237202,8.68519241284106 50.0954617885412,8.68518949593025 50.0954652702765,8.68524806993929 50.0954855484993,8.68525098690601 50.0954820577686,8.68525652483588 50.0954839794941,8.68525360792835 50.0954874612311,8.68531453958249 50.0955085372772,8.6853174565458 50.0955050465449,8.68532299448098 50.0955069682672,8.68532007757686 50.0955104500058,8.68535150525325 50.0955214268275,8.68548245539671 50.0955189035752,8.68551187533802 50.0955290384793,8.68551473601138 50.0955256015532,8.68552027401573 50.0955275142724,8.68551742750017 50.0955309242552,8.68557824800799 50.0955519189161,8.68558109452048 50.0955485089318,8.68558663253012 50.0955504216478,8.68558379999883 50.0955538316701,8.6856447461578 50.0955748626121,8.68564757868602 50.0955714525883,8.68565313068189 50.095573365339,8.68565028417302 50.095576775325,8.68571135592462 50.0955978515415,8.68571420243042 50.095594441554,8.68571972646974 50.0955963542258,8.68571689394515 50.0955997642513,8.68574828071055 50.0956106059457,8.68587911658475 50.0956084866633,8.68590869022021 50.0956186578581,8.68591152273232 50.0956152478279,8.68591706076286 50.0956171605282,8.68591422825103 50.0956205705585,8.68597507741987 50.0956415021311,8.68597792390959 50.095638092137,8.6859834620042 50.0956399958404,8.68598061551477 50.0956434058345,8.6860415902176 50.0956643916752,8.68604442278177 50.0956609726479,8.68604984932782 50.0956628310768,8.68604701682269 50.0956662411104,8.68610811711854 50.0956872722252,8.68611096366031 50.0956838532342,8.68611648772577 50.0956857658871,8.68611359883008 50.0956892477213,8.68614108006069 50.0956987026796,8.68614396895497 50.0956952208448,8.68615051151894 50.0956974600307,8.68611023843918 50.0957456395601,8.68610768479581 50.0957448861603,8.68609662317029 50.0957581043106,8.68609284702467 50.0957568382939,8.68608894311973 50.0957557443272,8.68608493037134 50.0957548277121,8.68608082822082 50.0957540928874,8.68607665654436 50.095753543414,8.68607243555397 50.0957531819561,8.68606818570122 50.0957530102631,8.68606392757718 50.0957530291669,8.68605968181294 50.0957532385774,8.6860554689802 50.0957536374781,8.68605130949039 50.0957542239385,8.68604722349696 50.0957549951141,8.68604323079706 50.0957559472715,8.68603935073632 50.0957570757971,8.68603560211368 50.0957583752199,8.68603200309216 50.0957598392484,8.68602857110925 50.0957614607849,8.68602532279359 50.0957632319748,8.68602227388401 50.0957651442381,8.68601943915255 50.0957671883066,8.68601683233414 50.0957693542783,8.68601446605905 50.0957716316567,8.68601235179271 50.0957740094102,8.68601049977852 50.0957764760174,8.68600891899037 50.0957790195264,8.68600761708709 50.0957816276152,8.68600660037682 50.0957842876452,8.68600587378558 50.0957869867295,8.68600544083395 50.0957897117886,8.68600530361975 50.0957924496214,8.68600546280784 50.0957951869627,8.68600591762683 50.0957979105479,8.68600666587317 50.0958006071835,8.68600770392181 50.0958032638006,8.68600902674288 50.0958058675306,8.68601062792731 50.0958084057538,8.68601249971722 50.0958108661774,8.68601463304354 50.0958132368759,8.68601701756971 50.0958155063642,8.68601964174263 50.0958176636471,8.68602249284788 50.0958196982731,8.68602555707114 50.0958216003818,8.68602881956569 50.0958233607573,8.68603226452448 50.095824970872,8.68603587525611 50.0958264229245,8.68603963426582 50.0958277098772,8.68604352334087 50.0958288254965,8.68604752363771 50.095829764375,8.68605161577439 50.0958305219679,8.68605577992392 50.0958310945998,8.68605999590987 50.0958314794982,8.68606424330582 50.0958316747989,8.68606850153185 50.0958316795542,8.68607561060461 50.0959012847964,8.6860747851362 50.0959013725037,8.68607492259595 50.0959017326325,8.68606992201122 50.0959018589142,8.68606491783627 50.095901891835,8.68605991428252 50.0959018313721,8.6860549155604 50.0959016775723,8.68604992587629 50.0959014305628,8.68604494942948 50.0959010905597,8.6860399904075 50.0959006578398,8.68603461822542 50.0959000341202,8.68602928003978 50.0958992994771,8.68602398138418 50.0958984546717,8.68601872775005 50.0958975005793,8.68601352458357 50.0958964381881,8.68600837727796 50.0958952685994,8.6860032911685 50.0958939930285,8.68599823678617 50.0958926508298,8.68599325186905 50.095891205116,8.68598834153834 50.095889657377,8.68598351083899 50.0958880091977,8.68597876473356 50.0958862622748,8.68597410809817 50.0958844184019,8.68596954571722 50.0958824794736,8.68596513217685 50.095880427599,8.68596082285837 50.0958782860117,8.68595662216701 50.0958760569033,8.68595253439612 50.0958737425493,8.68594856372469 50.0958713453156,8.68594471421113 50.095868867656,8.68594098979031 50.0958663120978,8.68593735501649 50.0958636726236,8.685933854332 50.0958609591837,8.68593049137177 50.0958581745943,8.6859272696277 50.0958553217504,8.68592419244511 50.0958524036094,8.68592126301985 50.0958494232066,8.68591848439313 50.0958463836328,8.68591609349924 50.0958435814866,8.68591383048747 50.0958407357365,8.68591169727819 50.0958378487926,8.68590969568077 50.0958349231084,8.6859078273934 50.095831961161,8.68590609400193 50.09582896547,8.68590449697625 50.0958259385714,8.68585657929909 50.0958265374399,8.68586040009869 50.0959071963298,8.68578493447296 50.0959085210903,8.68578745379568 50.0959615561071,8.68566799030184 50.0959199326287,8.68566181772398 50.0958013039949,8.68565762823996 50.0957150768569,8.68545562228545 50.0956454024394,8.68546099406344 50.0957645415723,8.68546119882724 50.0957695697329,8.68538548151446 50.0957709295274,8.68538810078911 50.0958235780864,8.68526823218333 50.095782007061,8.68526308752274 50.0956624188384,8.68526150966641 50.0956258272604,8.68505865418566 50.0955557900903,8.68506037405294 50.0955920222997,8.6850623540283 50.0956312322048,8.68498673384665 50.0956327359055,8.68498904568589 50.0956852937017,8.68487669286004 50.0956468905367,8.68487619756358 50.0956350082128,8.68486949980322 50.0956351249431,8.68486933055593 50.0956310862098,8.68487602837471 50.0956309604858,8.6848750010914 50.095610658401,8.68486844314388 50.0956107755106,8.68486827395574 50.0956067277836,8.68487483190271 50.095606610674,8.68487305447848 50.0955621218791,8.68486634268836 50.095562247565,8.68486617350055 50.0955581998379,8.68487287130917 50.0955580741141,8.684871476689 50.0955340925152,8.68486501821068 50.0955318354974,8.68486257555284 50.0954757966917,8.68481432239179 50.0954593866999,8.68474085452189 50.0954887502805,8.68473378201716 50.0954863207034,8.68470217202976 50.0954988893247,8.68470568512042 50.0955025683878,8.68470033042415 50.0955046854076,8.68469681727472 50.0955010153381,8.68467005759141 50.0955116274519,8.68467358472048 50.0955152975602,8.68466821598144 50.0955174235343,8.6846647722659 50.0955138256039,8.6846387262446 50.0955243407155,8.68463758314314 50.0955046588946,8.68463087136049 50.0955047845669,8.68463068809372 50.095500754789,8.68463724608578 50.095500628699,8.68463511900837 50.0954561929134,8.68462854698244 50.0954563279591,8.68462834979417 50.0954522891494,8.68463492181954 50.0954521541038,8.68463279468719 50.0954077273115,8.68462623670781 50.0954078534012,8.68462603951991 50.0954038145915,8.68463261147962 50.0954036885398,8.68463047031145 50.0953592707029,8.68462391233867 50.0953593967925,8.68462371515115 50.0953553579828,8.6846304129911 50.0953552232791,8.68462944901148 50.0953316835486))"
DEHE06200001bLCK,"POLYGON((8.68669361084106 50.1122970444861,8.68669807931274 50.1122531123358,8.6867319284375 50.1119375266716,8.68673624679463 50.1118972996002,8.68673696905738 50.1118916353898,8.68709295957562 50.1119077949359,8.68708752362309 50.1119628949238,8.68724117448629 50.1119691549162,8.68745828950006 50.1119782027683,8.687458788971 50.1119680769783,8.68766488661165 50.111974432594,8.68763697773232 50.112211994413,8.68763608581967 50.1122244035989,8.68763562014087 50.1122293399985,8.68765200773751 50.1122299596909,8.68764165789788 50.1123417890119,8.68757908698467 50.1123392193065,8.68669282812458 50.1123055416119,8.68669361084106 50.1122970444861),(8.6874415049894 50.1122061710072,8.68745589915586 50.1120102416098,8.68699006472329 50.1119915206672,8.6869719427011 50.112188321362,8.6874415049894 50.1122061710072))"
DEHE06200001hsMy,"POLYGON((8.68763339459781 50.0910489431713,8.68773483808787 50.09104808282,8.6877599897623 50.0910477907072,8.6878415911429 50.0910476503767,8.68784335806298 50.0911221339039,8.6878441161923 50.0911539205086,8.68783504281443 50.0911539860526,8.68783587246635 50.0911769138236,8.68783683979977 50.0912216882325,8.68784577397794 50.0912215323748,8.6878458471062 50.0912231874554,8.68784684917764 50.0912583114652,8.68784717612722 50.0912854560395,8.68781966176131 50.0912857418184,8.6878200223535 50.0913163131722,8.68769984170311 50.0913177078051,8.68761472622387 50.09131856709,8.68761239362718 50.091225779382,8.68758458572118 50.0912260643153,8.68758295403046 50.091154495184,8.68761076195351 50.0911542012572,8.68761249231321 50.0910880195447,8.68763311057463 50.0910883358431,8.68763339459781 50.0910489431713))"
DEHE06200001hnbS,"POLYGON((8.6843704419366 50.0997083683082,8.68436803094535 50.0997071565685,8.6843755708691 50.0997002517449,8.68448134019141 50.0996034498247,8.68448480064075 50.0996002843736,8.68448751941312 50.0996014699655,8.68448799769904 50.099601030563,8.68453020416109 50.0996211477303,8.68473418381855 50.0997183954283,8.6847370780239 50.099718311738,8.68473997443342 50.0997183532543,8.6847428599698 50.0997185197912,8.68474572160551 50.0997188105982,8.68474854642065 50.0997192243569,8.6847513216612 50.0997197592056,8.68475403479787 50.0997204127259,8.6847566735807 50.0997211819682,8.6847592260961 50.0997220634586,8.6847616808197 50.0997230532181,8.68476402666891 50.0997241467779,8.68476625305236 50.0997253392009,8.68476834991816 50.0997266251033,8.68477030779929 50.0997279986804,8.68477211785599 50.0997294537283,8.68477377191638 50.0997309836805,8.68477526251235 50.0997325816269,8.68477658291407 50.0997342403551,8.68477772716009 50.0997359523759,8.68477869008437 50.099737709958,8.68477946733913 50.0997395051663,8.6847800554151 50.0997413298965,8.68478045165771 50.0997431759114,8.6847806542773 50.0997450348734,8.68478066235942 50.0997468983935,8.6847804758676 50.0997487580553,8.68478009564346 50.0997506054618,8.68477952340392 50.0997524322739,8.68477876173251 50.0997542302453,8.68477781406802 50.0997559912563,8.68477668468929 50.0997577073543,8.6847753786947 50.0997593707951,8.6847739019812 50.099760974066,8.68477226121587 50.0997625099309,8.68477046380643 50.0997639714505,8.68476851786793 50.0997653520326,8.68476643218615 50.0997666454399,8.68478482624871 50.0998401307516,8.6847859117735 50.0998504229571,8.68478715521835 50.099860707766,8.68478855646289 50.09987098418,8.68479011537011 50.0998812511935,8.68479183178791 50.0998915078047,8.68479370554995 50.0999017530156,8.68479573647304 50.0999119858309,8.68481221643139 50.0999831275203,8.68481504841544 50.0999841777552,8.68481776030975 50.0999853518303,8.68482033904849 50.0999866440885,8.68482277220595 50.0999880482976,8.68482504805922 50.099989557696,8.68482715564237 50.0999911650124,8.68482908480057 50.0999928624998,8.68483082623899 50.0999946419802,8.68483237156675 50.0999964948794,8.68483371333827 50.0999984122718,8.68483484508828 50.1000003849149,8.68483576136393 50.1000024033076,8.68483645775042 50.1000044577241,8.68483693089231 50.1000065382635,8.68483717850966 50.1000086349036,8.68483719940984 50.1000107375435,8.68483699349158 50.1000128360489,8.6848365617475 50.100014920312,8.68483590625744 50.100016980286,8.68483503017971 50.1000190060511,8.68483393773566 50.1000209878408,8.68483263418883 50.1000229161121,8.68483112581981 50.1000247815693,8.6848294198964 50.100026575226,8.68482752463822 50.1000282884414,8.68482544917662 50.100029912961,8.68482320351215 50.1000314409532,8.68482079846462 50.1000328650601,8.68481824562215 50.1000341784191,8.68481555728505 50.1000353747014,8.68481274640603 50.100036448144,8.68480982652881 50.1000373935729,8.68480681172225 50.1000382064353,8.68480371651174 50.1000388828123,8.68480055581129 50.1000394194452,8.6847973448498 50.1000398137479,8.68479409909828 50.1000400638256,8.68456321653144 50.100153506715,8.68452652004753 50.1001693802191,8.68442712447613 50.1002110127936,8.68437729684505 50.1002079543314,8.6840042692797 50.1000423959206,8.68400531023585 50.1000414453979,8.68400353928434 50.1000407120705,8.68403362870561 50.1000132095986,8.68412177273564 50.0999326300498,8.68413360367533 50.0999217256267,8.68418727596996 50.0999460832645,8.68417982058322 50.0999528803785,8.6843112138699 50.100012435693,8.68440456273893 50.100054718059,8.68443917688604 50.1000386770432,8.68452300531544 50.0999998262526,8.68452335111019 50.0999897539998,8.68455726498306 50.0999760044961,8.68457207674026 50.0999774747692,8.68458624719855 50.0999701382488,8.6845725180689 50.0998974840272,8.6845603567581 50.0998330814888,8.6845568300708 50.0998143915316,8.68455189760913 50.0997883317327,8.68454176258129 50.0997837352845,8.68445332135821 50.0997436698751,8.68442990256326 50.0997434083613,8.68442325275358 50.0997403953116,8.68440738798511 50.0997332110166,8.68440572632043 50.0997243564806,8.6843704419366 50.0997083683082))"
DEHE06200001hmDC,"POLYGON((8.6903800215895 50.0962100835023,8.69023104236075 50.0962850192532,8.6901767214035 50.0962399946185,8.69017551508218 50.0962406029865,8.69015986127049 50.0962484488875,8.69007375007147 50.096209419259,8.69007022311576 50.0962078179192,8.69011120949835 50.0961872233004,8.69031919821111 50.096082792132,8.6903117783998 50.0959888577552,8.69001382886484 50.095998765426,8.69001507866555 50.0960152546313,8.69001117707703 50.0960153791234,8.68997797865021 50.0960164327114,8.68994122205536 50.0960597212635,8.68993547410468 50.096057673003,8.68992982519254 50.0960555137327,8.68992428049879 50.096053245433,8.68991884510655 50.09605087018,8.68991352399978 50.096048390155,8.68990832205736 50.0960458076315,8.68990324404903 50.0960431249752,8.6898917717206 50.0960364264763,8.68988106747684 50.0960292210267,8.68987118531934 50.0960215449744,8.68986217510238 50.0960134370482,8.68985408228146 50.0960049381472,8.68984694768366 50.0959960911512,8.68984080730188 50.0959869406908,8.6898356921135 50.0959775329307,8.6898316279236 50.0959679153331,8.68982861289069 50.0959581306688,8.68982668684434 50.095948232878,8.68982585953031 50.0959382720489,8.68982613513493 50.0959282985866,8.68982751226272 50.0959183629636,8.68982998394389 50.0959085154606,8.6898335376698 50.0958988059112,8.68983815545601 50.0958892834514,8.68984381393293 50.0958799962717,8.69000021443633 50.0958747298016,8.69015605543334 50.0958694976035,8.69022657827531 50.095867122513,8.69021311184945 50.0957005370348,8.69014284079299 50.0957029307768,8.68999087341436 50.0957081193362,8.68999218144522 50.0957242489409,8.68998827982225 50.0957243824262,8.68995468949009 50.0957255338941,8.68991823957712 50.0957689941445,8.68991247010747 50.0957669194134,8.68990680032691 50.0957647339143,8.6899012353735 50.0957624396258,8.68989578028941 50.095760038628,8.6898904400174 50.0957575330932,8.68988521939734 50.0957549252975,8.68988012315921 50.0957522175994,8.68986869864237 50.0957454936273,8.68985803424777 50.0957382714497,8.68984818235084 50.095730586534,8.68983919133564 50.0957224766198,8.68983110535921 50.0957139815433,8.68982396413297 50.0957051430213,8.68981780272848 50.095696004462,8.6898126514058 50.0956866107467,8.68980853546354 50.0956770080149,8.68980543293362 50.0956672437541,8.68980340339391 50.0956573634968,8.6898024568532 50.0956474159691,8.68980259797966 50.0956374502376,8.68980382607655 50.0956275154535,8.6898061350859 50.0956176606198,8.68980951361856 50.095607934338,8.68981394501029 50.0955983845851,8.68981940740435 50.0955890584591,8.68997667349136 50.0955838393034,8.69013259702675 50.0955786703151,8.69020293734271 50.0955763487156,8.69018942855316 50.0954098530524,8.6901191861146 50.0954122108806,8.68996723415642 50.0954173185043,8.68996855534029 50.0954335740602,8.68996491943599 50.0954336992603,8.6899318328511 50.095434816091,8.68989402948682 50.0954778859824,8.68988837569206 50.0954758310124,8.68988281814635 50.0954736701247,8.68987736164378 50.0954714051781,8.68987201089096 50.0954690381298,8.68986677050334 50.0954665710167,8.68986164500117 50.0954640059735,8.68985663880562 50.095461345209,8.68984520281446 50.0954545957567,8.68983453168777 50.0954473464535,8.6898246780921 50.0954396330801,8.68981569065845 50.0954314937037,8.68980761374368 50.0954229684959,8.68980048721039 50.095414099532,8.68979434623003 50.0954049305868,8.68978922111116 50.0953955069096,8.68978513714739 50.0953858750119,8.68978208599295 50.0953760873352,8.68978011081418 50.0953661859909,8.689779221363 50.0953562198651,8.68977942202985 50.0953462381583,8.68978071182331 50.0953362901604,8.6897830843745 50.095326424985,8.68978652796865 50.09531669134,8.68979102560327 50.0953071372854,8.6897965550711 50.0952978099915,8.68995319002374 50.0952927510725,8.69025458747737 50.0952830056548,8.69024691457247 50.0951893314094,8.68993464939543 50.0950633653791,8.68980040354476 50.0950092230961,8.68990258357117 50.0949041951293,8.6902891603718 50.0950599675138,8.69032053617098 50.0950726157229,8.69031788969563 50.0950754147698,8.69034752272345 50.0950873118272,8.69035910815251 50.0950750480247,8.69036951567696 50.0950793187564,8.69037950248385 50.0950839867244,8.69038903198479 50.0950890348248,8.69039806926629 50.0950944445605,8.69040658121911 50.0951001961155,8.69041453665771 50.0951062684178,8.69042190643577 50.0951126392213,8.69042870594635 50.0951192641234,8.69043486945275 50.0951261417083,8.69044037433875 50.0951332467383,8.69044520040593 50.0951405531442,8.69044932994568 50.0951480341135,8.69045274780558 50.095155662204,8.69045544144455 50.0951634094196,8.69043899640623 50.0951639231983,8.69047155722957 50.0955699239691,8.69044811972822 50.0955707069133,8.69045772341043 50.0956902798039,8.69048117489301 50.095689505889,8.69051248643512 50.0960790174125,8.69052854054723 50.0960784666056,8.6905287878418 50.0960875033529,8.69052806978169 50.0960965296872,8.690526389757 50.0961055029904,8.69052375570032 50.0961143808813,8.69052018004956 50.0961231214436,8.69051567968907 50.0961316833997,8.69051027586992 50.0961400263202,8.69050396661054 50.0961481122869,8.69049680619525 50.0961558993684,8.69048882866296 50.0961633505458,8.69048007193648 50.0961704303968,8.69047057764354 50.0961771052635,8.69046039091815 50.096183343419,8.69044956018554 50.0961891152047,8.69043534420621 50.0961777899244,8.6904076138275 50.0961916385842,8.69041104896707 50.0961944718369,8.6903800215895 50.0962100835023))"
